tweet,value
Vaccine progress report: the projects bidding to win the race for a COVID-19 vaccine https://t.co/K4QQk9wqb4 via… https://t.co/TXl2WJJOye,1
"Welcome to #Cali.

You're gonna like it, God willing.

After we're clear of #COVID19, one of the best ways to exper… https://t.co/fWTQD6QF7h",1
"As the #COVID19 pandemic hit, the @MBTA implemented fare-free bus service &amp; rear-door boarding to support safe &amp; ac… https://t.co/X7F7NLQEbP",1
Remember to join @CHReaDKenya in collaboration with @PATHadvocacy &amp; @Amref_Kenya in a meaningful webinar dialogue a… https://t.co/UKSPgqbyrj,1
@reporterdavidj @freep I talked to a full-scholarship engineering student whose family is delighted by @UMich safet… https://t.co/p4URt1J5PM,1
"""#COVID19 has also exposed how misinformation poses one of the greatest security threats of our time. 

Misinformat… https://t.co/D8LYBDFuQg",1
"Coronavirus updates: U.S. deaths top 1,000 for 4 consecutive days “More than 1,000 Americans have died each day bet… https://t.co/ZvzYcgNByo",1
"A “Perfect Storm” of Factors Has Made the #Coronavirus Especially Severe in the Latinx Community. @MotherJones 
fea… https://t.co/Quk9JMUPaR",1
"“Around 700 people have registered their names and many of them are already on the field, motivating people to go f… https://t.co/7he9HojruZ",1
Just read a great essay by Singapore’s PM @leehsienloong. US-China relations are in dire need of revitalization.… https://t.co/6u8ill7tB5,1
Beautiful personalised gowns for sale R800 each #supriegowns #TuesdayMotivation #schoolsreopening #COVID19 # https://t.co/aHVW9YA9fB,1
"Beautiful #poem by @sueborgersen about caring from a distance. 
#COVID19 #lockdown #caring #elderlyrelatives… https://t.co/zanCvXkCMq",1
Please If seen kindly report to the nearest police station 🙏... Kindly retweet #Arewatwitter #bbnaija2020lockdown… https://t.co/sLVhNQtnjc,1
"Good morning sunshine and welcome to another amazing day.
Its Sunday morning, August 9, and also today #WearAMask… https://t.co/4XIk66rtoB",1
1/2 #Libya 05.08.20 - Ministry of Interior Undersecretary for Illegal Immigration Affairs Mr. Mohamed Al-Shaibani m… https://t.co/kQOo53P7Gt,0
@sendavidperdue I’m sure they’re deeply appreciative of you lying to us about #COVID19 &amp; protecting so they can wor… https://t.co/5gcaIR5efs,1
"CHANGE IS ALWAYS BETTER THAN WAIT. ❗
#StayHomeStaySafe #StayHome #COVID19 #COVID19India https://t.co/nEYP1htz25",1
The world can learn from #Taiwan's democratic leadership on #COVID19. @NDI is proud to partner w/ Taiwan's civic te… https://t.co/pI8Xu2Bisb,1
"Excerpts from the webinar on Emerging Adolescent Health Issues during #COVID19 More info here, watch now:… https://t.co/DeI2Jc759b",1
Challenge accepted cc @DrTedros @Omojuwa @WHO in the #WearAMaskChallenge to protect and keep everyone safe from… https://t.co/mbO3TJgG1l,1
Chartered_Accts : All NZ businesses and services during must prominently display the official government QR code fo… https://t.co/FEYZfzfJHA,1
"This could be a very good thing in the fight against this #COVID19 madness

https://t.co/AGMJgx6K3X

#ChinaVirus 
#event201
#Plandemic2020",1
@matthaig1 Also it's friggin stupid because from all accounts #COVID19 is a horrible scary drawn-out way to die.,0
"Our fight against #COVID19 is a Team Canada approach. 

Our Government’s Safe Restart Agreement includes an investm… https://t.co/OPOuNLzzcT",1
Scary tweet that hits home #COVID19 #covid19UK #coronavirusuk https://t.co/9ndvdV9XvG,0
"Which mask works best? Here people are filmed coughing and sneezing to resulting in 
#masks #covid19 #safety 

https://t.co/12MloQqVz5",1
"Welcome to #TheBusinessClass1223pm with @sbo_mdunge (Presenter) and @LuyandaNgwane96 (Producer).

What are the word… https://t.co/mbW0fWP4Mk",1
"Kind Intervention needed @JRK_fan for my father typhoid treatment at GH Arni, Tiruvannamalai District.. Admitted 3… https://t.co/uzRKy8mru3",1
@CheckEconomy @EricTrump That chart would be more beleiveable if it started to show a donward trend at March when t… https://t.co/t2Lf21ynte,1
"As an industry rooted in relationships and in-person services, nonprofits faced great challenges as the world becam… https://t.co/ttWFiVYGhs",1
"United States reports more than 51,000 coronavirus cases and 1,076 deaths on Thursday #COVID19  https://t.co/Yoj2mipjEa",1
"In Sha Allah, all these bigoted idiotic arrogant scoundrels will contact #COVID19 and die. https://t.co/4QzmRIgDzk",0
#COVID19 has accelerated society's need to better manage #health. @Amy_Laverock shares 4 predictions for how employ… https://t.co/gSUMI4F1Y6,1
"""Isolation and anxiety. The reality is for many people in the autism community that's a persistent reality and we m… https://t.co/7KpzLrL8ZM",1
"@realDonaldTrump 174,171 #COVID19 Deaths on YOUR watch with 1000 more today, just like each &amp; every day for 2 weeks… https://t.co/4qHoM8UrsE",1
Thinking of Connect Live today! We had a great time and miss seeing all of your smiles! Hoping we can all connect a… https://t.co/AnnYqyCuBW,1
The #COVID19 pandemic is compounding the precarious situation in which many Indigenous Peoples already find themsel… https://t.co/aFngRjhhsx,1
LOL! CARAVANS OF AMERICANS! How the tables have turned... who's the shithole country now? #USPolitics #COVID19… https://t.co/aS95jOuO2K,1
"Coun. Jon Dziadyk @JonDziadyk asks staff to better define “cohort” - not written in the proposed bylaw, yet crucial… https://t.co/U1teUCfTb1",1
Second greatest thing happen to #earth after meteor to #dinosaurs is #Coronavirus #pandemic #covid_19 #covid19 #202… https://t.co/roZ6wAINtK,1
"#Trump golfs while the death toll in US from #COVID19 approaches 160K.  Still his fan base mutters "" I think he's d… https://t.co/tg5FX2d121",0
"According to the latest analysis from the @UNWTO, 40% of all destinations worldwide have eased restrictions they pl… https://t.co/RPny5Tb92q",1
"Redang Island Packages 

For more info you can WhatssApps us or you can visit our website.

WhatsApp us :… https://t.co/ikM2mH7qp9",1
"Take a look at the latest number of #coronavirus cases in #India.
#ITVideo #COVID19 https://t.co/hVn5lOzXJT",1
📰 Learn more about how @GET_invest supports #cleanenergy companies in coping with the impacts of #Covid19 in the la… https://t.co/wUWOEGyugB,1
Great thread on #COVID19 solutions via @ASlavitt. List of actions begin in the tenth tweet. https://t.co/bg1i3uKxhZ,1
"@markknoller @AmericaFirstPAC One sends unsolicited dick picks, and one grabs them by the pussy. Couple a nice guys… https://t.co/evBcXcNEGG",1
"As we continue thru these trying times, our needs have never been greater. Please Help! Because there’s never been… https://t.co/EbBEtkS2IJ",1
"Phenomenally impressed by the volunteers at @LargsTeam. Reviewing their minutes, revealed that they’ve dealt with 2… https://t.co/RSfQqXGeKg",1
COVID-19 | UK delays lifting lockdown measures https://t.co/m2dFEXqu63 #COVID19 Follow us for this and more,1
"@vijaykoul1 Australia was doing quite well,
Till the figures began to rise.
These are unprecedented times! 
#Covid19",1
"@grumpygrumpyowl @nathanpboston @BU_Tweets Yes, sadly, they are @BostonCollege @Northeastern working both sides of… https://t.co/IGVND9AEBi",0
Venrap Radio Now Playing Venrap Radio by Stay safe during this #COVID19 we love you Download our app or listen on… https://t.co/LPf8AK08sr,1
"Keep your germs to yourself. If you don't have a tissue, be sure to sneeze into your elbow and wash your hands afte… https://t.co/FETZWpda6e",1
"Mom &amp; pop landlords own 74% of rental properties. Most don't have access to credit for emergencies, like #COVID19 n… https://t.co/OozggPQ61d",1
"How effective will temperature checks be at detecting #COVID19?

Prof Fiona Russell @UniMelbMDHS &amp; Kathleen Ryan di… https://t.co/Ck2Q48ofIb",1
5 Ways to Keep Your Employees Safe Through COVID-19 | #Fitness #Covid19 #Getfit #Fitspiration #Fitnessaddict… https://t.co/okkuioO9AQ,1
"Up to a 15% reduction in #PPPloan transaction costs — a great way to keep your bank on track, while being there for… https://t.co/rogxcSfmYg",1
"It isn't. She's a selfish git.
#Covid19
#Bunnings https://t.co/VYPoze7MU2",0
"India's #COVID19 tally crossed the two million mark with Maharashtra and Andhra Pradesh reporting more than 10,000… https://t.co/Y85uaZv3Ao",1
"Driving positive change with a Covid 'Seatbelt'...

Happy to launch #Mhealthy - a #COVID19 screening from… https://t.co/EFggGfbcwA",1
"Assisted living home livens up coronavirus restrictions with best mask contests 

READ MORE:… https://t.co/m0khFfxFd2",1
Happy to see the Waco Tribune feature our joint op ed on a path forward for loved ones to visit in-person in Long-t… https://t.co/p5ort7c3PO,1
"Happy weekend family's...
#bbnaija2020lockdown #Arewatwitter #mummycalmdown #brownskingirl #NengiTheAtrraction… https://t.co/XJtSE1rZLL",1
"OMG! LOL! I am literally dying here 🤣🤣🤣🤣

I vote for this to be a new campaign against #COVID19
@erna_solberg… https://t.co/fn6KuARYgQ",1
We want to keep you healthy and help you get your diy projects completed. 🏥🛠️#covid19 #diy #realestate #handyman… https://t.co/CHSCDMqMqr,1
The latest Brewing Knowledge! https://t.co/H6FB6KKeU2 #covid19 #edchat,1
"Fauci suggests goggles, eye shield for better protection against coronavirus https://t.co/I1eag9r3ur #FoxNews #COVID19",1
"#Covid19 is an unprecedented triple threat to #manufacturers since it affects supply, demand, and workforce simulta… https://t.co/gzNSlgn6hD",1
"#5G will unleash power of data-drive intelligent finance: @Huawei Huawei 
https://t.co/yg8kgxL4ap 
#BigData #COVID19",1
"Americans: 
How are we going to survive this #Covid19 pandemic that our govt has so royally failed to confronts?

T… https://t.co/7jX7YJ61JL",0
"Getting your own strawberry from the garden makes it even more sweeter😍
#mondaythoughts #strawberries #COVID19 https://t.co/w5JoQJTNx1",1
"Filthy disgusting, selfish people discarding their used #COVID19 masks in the gutter in Melbourne. You're part of t… https://t.co/NT8oR7zzBG",0
Nor help in #Houston to reduce the spike in #COVID19 cases in #Texas too. See my site for more about what we need!… https://t.co/qYYYs1yXhS,1
"@realDonaldTrump @WhiteHouse @PressSec 

America will soon be out in force protesting the corrupt, anti-American, p… https://t.co/xpg3ZkQq3H",0
"2,000+ Cherokee County students in quarantine; superintendent warns of more school shutdowns. #COVID19… https://t.co/qAXELvOuLp",1
"Blessed Sunday friends, family &amp; fellow Kenyans stay safe observe @MOH_Kenya guidelines always wear mask, wash your… https://t.co/kGRjMAX34P",1
"🤣 Dr. Carson did not come to play tonight. He told @andersoncooper this ""is not the fucking sniffles!""… https://t.co/Hksd4C7mPz",0
"This is the fifth consecutive day when #COVID19 cases have increased by more than 45,000

https://t.co/PInB6UR8WG",1
"The 21 UNIVERSITIES most at risk...

https://t.co/WpdQnBc75u

#sundayread #read #reading #edu #learning #education… https://t.co/gsMQ91y4v3",1
This is call @BJP4Gujarat #COVID19 Gujarat Model and Great way to describe #SocialDistancing  has become… https://t.co/k1c6re9FRm,1
COVID-19 Testing Update . For more details visit: https://t.co/dI1pqvXAsZ #ICMRFIGHTSCOVID19 #IndiaFightsCOVID19… https://t.co/MppK3EwNdb,1
"Now would be a good time for the 25th Amendment. 

#TrumpPressConference #TrumpIsNotWell #TrumpHasNoPlan 
#COVID19… https://t.co/n8vw5pBcIm",1
Biological aging as a driver of #COVID19 severity. A remarkable study using UK Biobank data from the team of… https://t.co/lpfZEKvIiW,1
@sanjayips89 @AmareshWakkar Sir along with Temp check use of Oximeter is also a good way to detect and monitor heal… https://t.co/A9TWb8amPF,1
The media's annual revenue amounts to over $2 trillion. Maintenance of most news shows requires repetition and stim… https://t.co/0AEnMtNuoJ,1
Intravenous vitamin C and intravenous ozone shown effective for managing COVID-19 in hospitalized patients.… https://t.co/Gvwx4p3LjV,1
"Rose and Vanilla Protection Candle
.
.
https://t.co/D2KWc1F0Aw 
.
.
.
#candlesofinstagram #candles #candlelover… https://t.co/Vl3ewR54X8",1
"The #FDA and prominent doctors have said #hydroxychloroquine isn’t an effective treatment for #covid19, yet #Trump… https://t.co/HmVCX2Ac4w",1
Late press conference with @jacindaardern and Ashley Bloomfield - expecting the worst on #COVID19,0
@replouiegohmert How many people did you expose? #COVID19 #LouieGohmert,1
👋🏻@PattyHajdu @NavdeepSBains — no one will be safe from #COVID19 until everyone is safe. Will you commit to ensure… https://t.co/aWCJo6eKvC,1
#HaileySault #CampfireSession looked at #agilemarketing and how #healthcare #marketers can use an agile methodology… https://t.co/d1eFTzfTXm,1
"The truth is you will one day become a memory, so what kind of memory will you leave.

It pays to be good.
Many wil… https://t.co/Lztwx0BjJF",1
"I declared a heat emergency effective Sunday-Tuesday for the @CityofBoston. If you decide to leave your home, pleas… https://t.co/h1FducKrm1",1
"Without $600 Weekly Benefit, Unemployed Face Bleak Choices. A federal supplement to jobless pay was a lifeline for… https://t.co/LrP5nROmqG",0
"#अनंत_हेगड़े_माफ़ी_मांगो 
#BSNL_Pride_Of_India  #Even in the terrible situations of #COVID19, #BSNL staff provision… https://t.co/2ImoXcGH2D",0
"Great job Massachusetts. Number 3 in deaths per 100,000 and number 1 in unemployment. Go ahead and make fun of Flor… https://t.co/ec7lbXsPA5",1
@DHSgov Sup!  Protest keeps growing eh?  Weird that no one likes you there.  Go home &amp; don't assault anyone tonite… https://t.co/lXR90nNrlM,0
I am now so sick of listening to anything to do with the #coronavirus. #COVID19 is not going to go away. There won'… https://t.co/BSA2FFL6Xn,0
"@jetrotter @Jim_Jordan @Jim_Jordan ,my HERO! Keep doing what you are doing. I wish more were like you to stand up f… https://t.co/vH1JnXq8Vl",1
"💬 ""It's really wonderful to be able to have these stories in my 1st picture books published in many languages so we… https://t.co/EkZy6uqu0z",1
The latest: #COVID19 outbreak worldwide (Updated August 13) https://t.co/wXyrERz1gM https://t.co/JNKKIVWiuA,1
"I was glad to receive RNA Extractors &amp; PCR Analyser from the Rotary Club of Panaji Riviera,on the occasion of our I… https://t.co/ZL4SoifG2W",1
"IT. NEVER. HAD. TO. BE. THIS. BAD.

#COVID19
#TrumpLiesAmericansDie https://t.co/cWFcT0EIQA",0
"Without $600 Weekly Benefit, Unemployed Face Bleak Choices. A federal supplement to jobless pay was a lifeline for… https://t.co/TjRDFC1Sfh",0
@U_R_2_Serious @AndreasPrucha @Michael85266741 @AliNouriPhD @DrEricDing How many people there in 🇸🇪 have permanent… https://t.co/fQYcFs4dKA,1
Coronavirus in the U.S.: Latest Map and Case Count https://t.co/meAxSgvBIQ .@POTUS .@realDonaldTrump .@VP .… https://t.co/0lEbJ86ibG,1
@realDonaldTrump So @POTUS (Mr. Stupid) believes that all the rioting /protesting / #WhiteSupremacists instigating… https://t.co/Dk0VNFPa60,0
"#GOPocrisy: “YOU send YOUR kids to get #COVID19 @ school &amp; infect/kill everyone @ home. Meanwhile, I’ll stay safe a… https://t.co/2F9NBLjqkt",1
"“#Texas Downgrades COVID-19 Deaths After 'Automation Error'”~Sara A. Carter 

Makes me wonder just how MANY automat… https://t.co/vQZIOc9Apb",1
So much fun to be had! Don't miss out!! Email paula.carter@impact-initiatives.org.uk #Brighton #Hove #zoom… https://t.co/U6QBRcyB8x,1
@peterbakernyt @katierogers Maybe she can make some nice bouquets from her rose garden to lay on the graves of the… https://t.co/kv80vPUg8H,1
"This is the condolences that #Trump gave to the families who have lost loved ones to #COVID19... 
#BeBest… https://t.co/gRCThNQfoN",1
"A wonderful end of term review piece about the #Tories, #COVID19, #Brexit and more https://t.co/nIWKk2h1Lc https://t.co/SMVJTpT3fw",1
"South Africa ##coronavirus deaths top 10,000 https://t.co/cKfbEYR6rc #newsupdate #covid19 #covid19updates #pandemic",1
"We had a wonderful funeral for my dad yesterday. There were about 60 people there. Some chose to wear masks, many d… https://t.co/zDS40QJFh7",1
"We are ready to share our beautiful lodge with you😊 

Contact info@thabalodge.co.za 
 
#Level2 #COVID19… https://t.co/FdoOr3azWl",1
@mkulimayoung This is an excellent platform you have!! Very informative on produces and prices in Kenya. I wonder h… https://t.co/wKh7Hzvp3n,1
@RealShababKhan They aren’t my friends then. #Covid19 to impose because of idiots.,0
"Polls plunge, president reverses course, schools revolt, and numbers show more elders in jeopardy #COVID19 
 https://t.co/dHUszXDFHi",1
@BBCNews @ITVNews @SkyNews @Channel4News I totally fail to understand why you report @BorisJohnson's ongoing misman… https://t.co/LncUNWDkq0,0
Truly chilling as millions face #evictions #Homelessness #NoHealthInsurance #mentalhealth issues and #COVID19 https://t.co/QVlmcBdkl1,0
Ramaphosa 'promises' to deal with those implicated in #COVID19 corruption. Lies! Mnangangwa 'declares' war on corru… https://t.co/ily3GdzIkL,0
So much good information in this episode. Definitely worth a listen. #hiddenbrain #COVID19 ⁦@HiddenBrain⁩  https://t.co/nFdC3m9di1,1
"@SaiShyamManohar Hey Shyam, what's up? The thread is compiled, don't hesitate to share it. Have a good read:… https://t.co/6fwrhTFxnf",1
"Mask wearing, hand washing, and social distancing are three of our best tools to fight #COVID19 until we have a vac… https://t.co/ZaUs9LvfpC",1
It's YOUR responsibility @GovBillLee to keep TN safe and contain #COVID19! Stop passing the buck and dumping your r… https://t.co/NjtZ4vYQEg,1
Seems like there’s been more children murdered during #COVID19 than are dying from the #COVID19 virus. https://t.co/z9bUwBCTyC,1
Here is my latest #art project that's all finished. It's a customized #Disney #MickeyMouse #plush that reflects the… https://t.co/7Lln7V9zes,1
"Might as well find something to laugh about. LOL! 
#Covid_19 #COVID19 #coronavirus https://t.co/jdxCm6uAls",1
Now is the time to learn from the #COVID19 crisis and rethink how patients can get faster and more equitable access… https://t.co/6NWV8szjqI,1
An interesting @WeedWeekNews piece about the ongoing effects of #COVID19 on the #cannabisindustry -… https://t.co/EwJ5WZMcSn,1
I'm happy to wear my #facemask but my glasses keep fogging up. Thinking about getting fitted for contacts. Thanks #COVID19... Wuh wuh.,1
@g_bonfiglio @ballymore this was the lovely communication from #ballymore telling us to make our own arrangements i… https://t.co/4ZrfPHbbqK,1
"Oh. 

#Anchorage Health Department announces coronavirus infections in its own workers. #alaska #covid19 https://t.co/RJ9cmm2Te3",1
Makes it even better! See you tonight 🦪! #PraisetheLord #GodsGreatestSoccerMom #COVID19,1
"Good morning Twitter.
This is all I had to say this morning 😉👍
#WearADamnMask 
#COVID19 https://t.co/y4VQncsfvF",1
What's the best way for #startups to raise capital in #COVID19 times? 💰 Join the fireside session with wjshel Accel… https://t.co/AihtOwQ5V5,1
"I support 
@YUVSTRONG12
 
@YOUWECAN
 &amp;
@WHO
 #WearAMask challenge to keep my loved ones safe from #COVID19.… https://t.co/slcQrJcFC8",1
"If you want to live a happy and successful life tie it to a GOAL.Not to people or things.

#SaturdayMorning… https://t.co/PRQZOsyysh",1
"""To be good and to do good, is all we have to do."" (J. Adams) #Monterrasol #travel #privatetours #customizedtours… https://t.co/XxuHqqtOMX",1
"'My life was on the line': #NYC Pastor A.R. Bernard survives #COVID19, says the controversial drug saved his life i… https://t.co/n3SlFHLh8H",1
We need more vaccine researchers from minoritized communities #covid19,1
"@WhiteHouse @realDonaldTrump Too late!!!  You had your chance.  You #failed @realDonaldTrump 

#TrumpVirus… https://t.co/nQG8Or7fjo",0
@wrdsb Or maybe we should be continuing with online learning since we cannot keep our children safe in the classroo… https://t.co/S2GPfzUywy,1
Excellent BBC report: The mysterious resurgence of #Covid19 https://t.co/CcThq35S4X,1
The #COVID19 OP is a “monolithic &amp; ruthless conspiracy”. Malfeasance in public office is just the aperitif.… https://t.co/yI9jBqVpjq,0
Wear #facemasks in shops to stop spread of #COVID19 ok good 👍 - But you can sit with 300 people at the… https://t.co/vADLaUZ974,1
@TaraSetmayer @Surgeon_General Good God asking us to “encourage”.  We did that for months and they called it a hoax… https://t.co/1r6M1fPbyY,1
"@CapricornFM @DjComplexion @Mpho_Mashita Dear #Shopstewards: Kindly at every workplace, stay connected through thou… https://t.co/suKVJElrhS",1
The use of an Artificial Intelligence (AI) tool aiding personalised COVID-19 treatment decisions has been shown to… https://t.co/ekElmwugTE,0
"@ZMpublichealth joins @AfricaCDC and @PandemicAction
 by encouraging you to take responsibility to stay safe from… https://t.co/TZDQMNbk7D",1
"Eugenics 👇 

“You cannot segment out one sector of the population and ask them to undergo great misery, suffering,… https://t.co/RC1Fw782aS",1
@nolanentreeo @prathibhatweets @dylonpinto @RJPallavii @LavanyaBallal Amazing doc! Fully kitted &amp; super moves. Defi… https://t.co/G99H27Appq,1
"During these challenging times, we are here to support you and your business with all of your labor needs. Read mor… https://t.co/z9YNyf2o98",1
@TeamYouTube WTF? Dropped you once sports stopped because of #COVID19 paying $49.99. Was going to start again until… https://t.co/MruuhADNPc,0
"President Trump, who holds ""the highest office in our land"" is ""speaking jealously about someone from his OWN admin… https://t.co/QyInMbkiHV",1
The latest Immigrant News! https://t.co/UocL9BZt5I #covid19 #endracism,1
How STUPID does #Trump think VOTERS are? He CANCELS the #GOP Convention in #Florida b/c #COVID19 is OUT of CONTROL… https://t.co/TflgB1FUVr,0
"Great #COVID19 Pivot by @ GrowNYC, from teaching farm to a grower for NYC food assistance:⁦⁩  https://t.co/7vzPqP9Ydb",1
"We going dumb stupid or dumb on no man's sky! #VR #NoMansSkyDesolation 
#SupportSmallerStreamers #PSVR #COVID19… https://t.co/CMyruGGuDa",0
"Our recent paper  on #COVID19.  It was a very unique reseach experience for me !!!! 
#KAUST #IEEE https://t.co/WjpVQ6L5hS",1
"Ya know, I sure wish my tech worked so I could do my job as a teacher when my kids are depending on me from their h… https://t.co/L4TaF2kUED",1
"When @AishaMatiko's work, improving sexual health and rights in her community, was disrupted by #COVID19 she found… https://t.co/JX4ersFXe5",1
Good Morning. #corruptionmustfall #KhuselaDiko #COVID19 #IMFLoan @tito_mboweni cc @ProfPLOLumumba https://t.co/TIKO41oXiM,1
"S2E13: they’re too good for this world 😍

unrelated, but I am looking forward to the #COVID19 storyline in season 4… https://t.co/r5vBmAw4s9",1
"Happy #InternationalYouthDay2020!

For many adolescents, #COVID19 meant school closures &amp; consequently a change in… https://t.co/KXw4S5Q8Ju",1
Quarantine got me so bored that I started teaching the alphabets to a baby lizard🐸 that I spotted😂😂. So that when i… https://t.co/PIrj1p9GRc,0
"Every parent knows how challenging it is to find quality, affordable childcare. Now, as childcare centers are shutt… https://t.co/ZU7dDH6dGF",1
👋🏻@PattyHajdu @NavdeepSBains — no one will be safe from #COVID19 until everyone is safe. Will you commit to ensure… https://t.co/ploi954MqD,1
"I will provide target niche 200 blog comments with great domains authority
#COVID19 #COVID19UPDATE #SEO… https://t.co/fSeJrcwTOA",1
"""He (#Siddaramaiah) is undergoing appropriate evaluation and management by a multidisciplinary team of doctors,"" a… https://t.co/EvwXI4uTsH",1
Stop getting sick!  I NEED @buffalobills football this fall!! #billsmafia #billsmafia #buffalobills #covid19 #nfl… https://t.co/OLCZrr8MeG,0
"Lovely, but hectic, whistle stop tour of #Fairford and #Lechlade businesses with #Cotswolds MP… https://t.co/lsewYNXBQX",1
aNywAyS @BryceHall  is a fucking idiot. #tiktokersareannoying #COVID19,0
@OmarBolaji @NOYA_FMYS @NigeriaFMYS @SundayDareSD @OMYSDNg @kemiAnnAreola @SirBusayoAmusan Well it’s a great initia… https://t.co/NNuB54JhmH,1
COVID DATA UPDATE: CDPH Commissioner Dr. Allison Arwady provides the latest updates on Chicago’s Emergency Travel O… https://t.co/tHgWuLPlCd,1
"https://t.co/Fcqeb3HVdc

These doctors are awesome! #CoVid19 #CoVidHoax #EndTheShutdown #OpenTheSchools",1
"Good to know
Can somebody confirm this.

#COVID19 #coronavirus https://t.co/32GDX1tUec",1
"Just wanted to keep readers updated as to what is ahead. Hope everyone is safe, staying well and has a nice weekend… https://t.co/AHMH3MJtEb",1
The reason our economy is performing the worst in Europe is because this government's #COVID19 strategy was terribl… https://t.co/eShbJeZqmK,0
"IF you must die of COVID-19, then be sure it’s within 28 days.

‘Deaths that occur more than 28 days after a positi… https://t.co/bSnzJsbQjt",1
"#best #Telehealth #software in #USA #Canada
call +18444455767 https://t.co/bwRMhmcTnA
#besttelehealthsoftware… https://t.co/GXSZb4xE5a",1
"Because the #US government failed to listen to #COVID19 scientific experts &amp; act, parents must now decide: 

What i… https://t.co/Tim11AY5bR",0
"#RepubLieCons = horrible people. Keeping #unemploymentextension from Americans because they think it's a game!
Our… https://t.co/cS00u99hX4",0
"California has seen more than 600,000 coronavirus cases 

READ MORE: https://t.co/BDNGEaj41B

#cdc #coronavirus… https://t.co/83A0TYJ7RJ",1
Congratulations to @DGHisham for your Tan Sri (PSM) conferred by YDPA. Truly deserved and great appreciation to sho… https://t.co/50wvPnNZXh,1
"Will there be a vaccine by Christmas?

#Conspiracy #Putin #Trump #BorisFarewellTour #POTUS #comedy #lol #politics… https://t.co/zxtZz7FsMI",1
"This is the way changes will have to be made; quick &amp; sustainable for the sake of our own survival!

#bikelife… https://t.co/hqeUgyKzUC",1
"Please wear your masks, It has nothing to do with #COVID19...
_some of you are just scary 😭😭😭",0
I cannot take any more of the “faith mongers” believing because a  #COVID19 event (Ohio) happens in church: 100% ob… https://t.co/PtLQZYh8UC,1
"The word #Hindu literally means those who defeat #Evil

#Nithyananda #Kailasa #KrishnaJanmashtami2020
#WatchNow… https://t.co/KgbMB91dKa",0
"Hey all you doctors, (&amp; residents) PSA:

LISTEN TO YOUR FUCKING NURSES! We know our patients and we know when they’… https://t.co/sgL3nhA7i3",0
😷✅✅This mask has great price + great features for fit and comfort. #customfacemasks #customprintedfacemask #COVID19… https://t.co/pRdGWEzTKe,1
"Keep safe and save lives.
#COVID19KE , #COVIDisRealKe , #COVID19 https://t.co/Rc0aNliAtI",1
"Now Cab booking is very easy with our Buddy App 😊 🚗

Download Now https://t.co/YG874HcuXD

#buddycabs #androidapp… https://t.co/mPOiVQ1EBX",1
Does your company have an innovative solution that can help #airlines and #airports be more hygienic or inspire con… https://t.co/PnFYgEKcOO,1
"You need to hear this story! I believe masks do help us stay safe. #WearAMask #COVID19

https://t.co/k06zYFWKT1",1
I am officially “opting out” of garbage and dirty dishes season.  @NFL #thursdaymorning #COVID19,0
"ANNOUNCEMENT:Blog Launch!

As a response to #covid19's devastating effects on vulnerable communities,we have facili… https://t.co/SqTVsGq7s0",0
"The problem in Libya, the hospitals and clinics here are in a bad situation,in the rest of the days when anyone get… https://t.co/H9iclM9YOu",0
"This made me giggle...

Anyway, I've been watching #Auckland reaction to 4 cases, now 14 more.

CASES, not deaths… https://t.co/dCL3a7TlV8",1
More than 200 children under four have now contracted #COVID19 in Victoria.,1
Because #ImpotusAmericanus and his #Cult45 followers still believe #COVID19 is a “hoax.” Some kind of prank being p… https://t.co/NE52DacIAj,1
Heartbroken for the families. We have lost so many mothers/fathers/brothers/sisters/aunts/uncles/grandparents to… https://t.co/i8jDXo9Ppv,1
"uHoo – Virus Index (Update)
Technology that uses the power of air quality data to help you know how suitable your c… https://t.co/0c5leX6u8x",1
@thehill @ChuckGrassley ChuckGrassley This is not the time for that ancient rhetoric. Many people lost their jobs t… https://t.co/KmL8u4kSoZ,1
"It's scary how they think.! they don't stop Saluting shaking their hands,or shoulders..Touching others..kissing che… https://t.co/yv2S0KNc0W",0
There is a use for these otherwise useless masks. #MasksDontWork #COVIDIDIOTS #COVID19 #Coronavirus https://t.co/98H4xxs3Ug,0
This makes me think there is a lot more we need to learn about the impact of any measure of #COVID19 on boys and me… https://t.co/60bMmK0BRp,1
Gartner says worldwide #IT spending to decline 7.3% in 2020. Read more here. #CIO #ITspend #COVID19 https://t.co/i5jlJmOVM0,1
"Keeping you, our staff, and the community safe during COVID-19 is our top priority! To do our part in keeping every… https://t.co/sKoXBtxMqn",1
@SenKamalaHarris Masks are very important it can take anyone at any time  #WearADamnMask #COVID19 #coviddeath… https://t.co/Cye0m9Izzp,1
#Outliers: “You will remain in your own safe zone while venturing out into the world.” #healthcare #COVID19… https://t.co/2K4AjB1Ajm,1
Take note @MLB this is how you restart the season safely #COVID19 #COVID19Ontario https://t.co/84NAgwzCvS,1
Many communities are living with more stress and uncertainty than ever before. Many families/individuals have a gre… https://t.co/ge92PEJYeN,1
"During this pandemic #growth  almost seems impossible or unachievable.
.....BUT....
As our slogan says ""Let us deal… https://t.co/lMI59TaJLG",0
"#RussianVaccine #PutinVaccine #CoronavirusVaccine #coronavirus #COVID19 #Trump2020 
Who’s winning? https://t.co/A0cZdSPEVu",1
There are creative ways employers can provide meaningful support to working parents while showing the #empathy that… https://t.co/xMCphQX53O,1
